grouping,min_stations,min_overlap_years,min_span_years,network_id,huc2,huc4,huc6,huc8,huc_key,n_stations,n_stations_available,site_ids,overlap_start,overlap_end,catalog_overlap_start,catalog_overlap_end,catalog_overlap_years,enough_overlap_years,max_pair_km,n_stations_with_coords,n_stations_missing_coords,coord_policy,coords_incomplete,distance_mode,river_names,river_name,states,flow_connected,spatially_proximate_not_flow_connected,temperature_record_unverified,sealed_outcomes_opened,never_sealed,never_sealed_v1_ids,historical_seen,nldi_origin_site_id,n_connected_stations,connected_site_ids,nldi_um_status,nldi_dm_status,climate_band,size_tertile,stratum,regulation_stratum,seed,assignment_sha256,split_role,split_table_sha256
huc8,3,8.0,8.0,huc8_17110009,17,1711,171100,17110009,17110009,3,3,"12137290,12137800,12138160",2009-09-30,2026-08-24,2009-09-30,2026-08-24,16.89801505817933,True,14.740723103328897,3,0,complete,False,uncapped,SOUTH FORK SULTAN RIVER|SULTAN RIVER,mixed,Washington,not_queried,False,True,False,False,,False,,,,,,marine_west_coast,small,marine_west_coast|small,unknown_until_gages,20260826,0a18d6c940868cee5f65613961ea4225f23536b5f5b3e11bc438cc72070ff707,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_16020102,16,1602,160201,16020102,16020102,3,3,"10133650,10133800,10133980",2010-05-18,2026-08-24,2010-05-18,2026-08-24,16.268309377138944,True,17.159228948600717,3,0,complete,False,uncapped,E CANYON CR|EAST CANYON CREEK,mixed,Utah,not_queried,False,True,False,False,,False,,,,,,cold_semiarid,small,cold_semiarid|small,unknown_until_gages,20260826,d35c9c9b9305958ceba44b79af7cdd2a9e74ab1ff76951f6414c1ec6110afc43,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_12040102,12,1204,120401,12040102,12040102,3,3,"08068275,08068400,08068500",1999-12-10,2015-10-03,1999-12-10,2015-10-03,15.813826146475018,True,20.200169681751525,3,0,complete,False,uncapped,Panther Br|Spring Ck,mixed,Texas,not_queried,False,True,False,False,,False,,,,,,subtropical_semiarid,small,subtropical_semiarid|small,unknown_until_gages,20260826,bbd0b0cf8a99e03a8ad129f613d0057455d8f6e5845f2ea3d09791fc6ea61430,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_18050004,18,1805,180500,18050004,18050004,3,3,"11173575,11176900,11179000",2007-10-01,2023-07-04,2007-10-01,2023-07-04,15.756331279945243,True,10.562679418299824,3,0,complete,False,uncapped,ALAMEDA C|ARROYO DE LA LAGUNA A VERONA CA,mixed,California,not_queried,False,True,False,False,,False,,,,,,mediterranean,small,mediterranean|small,unknown_until_gages,20260826,a868dc8712ce65b67c9713c30c12d6545934dee7b8513ea4c2bffce9dd1d18ad,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_03050106,03,0305,030501,03050106,03050106,3,3,"02156500,02160991,02162035",2011-07-02,2026-08-24,2011-07-02,2026-08-24,15.145790554414784,True,68.68385682659341,3,0,complete,False,uncapped,BROAD RIVER,BROAD RIVER,South Carolina,not_queried,False,True,False,False,,False,,,,,,humid_subtropical,small,humid_subtropical|small,unknown_until_gages,20260826,9a219116bc2feff2173a0a9c0f2116aae91e3dde7f63e3dac99d53a59e6371d2,validation,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_04140101,04,0414,041401,04140101,04140101,3,3,"04232034,04232050,0423205010",1995-09-30,2010-09-29,1995-09-30,2010-09-29,14.99794661190965,True,13.287026654327178,3,0,complete,False,uncapped,ALLEN CREEK|IRONDEQUOIT CR,mixed,New York,not_queried,False,True,False,False,,False,,,,,,humid_continental,small,humid_continental|small,unknown_until_gages,20260826,4f55789a95f9f7d9c70f6bcc6fbc6393d2bd47d4e393c3b1d61cbcb1e335cbdd,validation,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_17010104,17,1701,170101,17010104,17010104,3,3,"12305000,12309500,12322000",2011-09-30,2026-08-24,2011-09-30,2026-08-24,14.899383983572895,True,53.9187221609385,3,0,complete,False,uncapped,KOOTENAI RIVER,KOOTENAI RIVER,Idaho,not_queried,False,True,False,False,,False,,,,,,marine_west_coast,small,marine_west_coast|small,unknown_until_gages,20260826,2b8e220727cfcf506ecf33cf406c54687c7de46f99f8e4da70bcaa23cf31abc1,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_05010001,05,0501,050100,05010001,05010001,3,3,"03007800,03011020,03012550",2011-09-23,2026-08-13,2011-09-23,2026-08-13,14.888432580424366,True,59.64182961779035,3,0,complete,False,uncapped,ALLEGHENY RIVER|Allegheny River,mixed,"New York,Pennsylvania",not_queried,False,True,False,False,,False,,,,,,humid_continental,small,humid_continental|small,unknown_until_gages,20260826,02901b8164b2136f1c7aa901c1239e38fd11575c182831546cd51f72713e709d,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_09020203,09,0902,090202,09020203,09020203,3,4,"05056000,05057000,05057200",1997-06-12,2011-10-17,1997-06-12,2011-10-17,14.346338124572211,True,77.97462777808762,3,0,complete,False,uncapped,BALDHILL CREEK|SHEYENNE RIVER,mixed,North Dakota,not_queried,False,True,False,False,,False,,,,,,unspecified,small,unspecified|small,unknown_until_gages,20260826,fa3053c784d50e289228cf03046564aa06cd72cf62e567219698ac1d67cb0744,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_17040103,17,1704,170401,17040103,17040103,3,3,"13016450,13018300,13018350",2012-05-03,2026-08-24,2012-05-03,2026-08-24,14.30800821355236,True,14.555503268817406,3,0,complete,False,uncapped,CACHE CREEK|FISH CREEK|FLAT CREEK,mixed,Wyoming,not_queried,False,True,False,False,,False,,,,,,marine_west_coast,small,marine_west_coast|small,unknown_until_gages,20260826,d0fd5da183c7fd9cbd0a32ba227946b5f4b926b846686eafda2a7e8c7ddff592,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_01070004,01,0107,010700,01070004,01070004,3,3,"01095220,01095375,01095434",2012-05-09,2026-08-24,2012-05-09,2026-08-24,14.291581108829568,True,5.306374090176139,3,0,complete,False,uncapped,GATES BROOK|QUINAPOXET RIVER|STILLWATER RIVER,mixed,Massachusetts,not_queried,False,True,False,False,,False,,,,,,humid_continental,small,humid_continental|small,unknown_until_gages,20260826,07b6cc21fc6f3d6e9ae9efae945804124e9e3f03d7f7223fd13ac727e86f509c,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_06010106,06,0601,060101,06010106,06010106,3,3,"03456991,03460000,03460795",2012-08-01,2026-08-24,2012-08-01,2026-08-24,14.061601642710473,True,37.61742163871177,3,0,complete,False,uncapped,CATALOOCHEE CREEK|PIGEON R|PIGEON RIVER,mixed,North Carolina,not_queried,False,True,False,False,,False,,,,,,humid_subtropical,small,humid_subtropical|small,unknown_until_gages,20260826,c56a178af764597928512e35344ce47e0c3b8bb665fc9b26eaac40de7a10cf1e,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_02070002,02,0207,020700,02070002,02070002,3,5,"01595800,01596500,01597500",2012-10-01,2026-08-24,2012-10-01,2026-08-24,13.894592744695414,True,13.913972096927141,3,0,complete,False,uncapped,NORTH BRANCH POTOMAC RIVER|SAVAGE RIV|SAVAGE RIVER,mixed,"Maryland,West Virginia",not_queried,False,True,False,False,,False,,,,,,humid_continental,small,humid_continental|small,unknown_until_gages,20260826,208da50391a20e188f76db80e516ba4cf4e1127cedc400352bb6d56a913fe798,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_03070101,03,0307,030701,03070101,03070101,3,3,"02217274,02217643,02218565",2012-11-28,2026-08-25,2012-11-28,2026-08-25,13.738535249828884,True,37.947885127662715,3,0,complete,False,uncapped,APALACHEE RIVER|PARKS CREEK|WHEELER CREEK,mixed,Georgia,not_queried,False,True,False,False,,False,,,,,,humid_subtropical,small,humid_subtropical|small,unknown_until_gages,20260826,60e7d171b4111fd024553ee537c344445ffbeb25c508cdc3705cdfb9e64e8e7b,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_17010302,17,1701,170103,17010302,17010302,3,3,"12413360,12413370,12413445",2000-03-29,2013-10-29,2000-03-29,2013-10-29,13.585215605749486,True,9.050344829651424,3,0,complete,False,uncapped,EF PINE CREEK ABV GILBERT CR|EF PINE CREEK ABV NABOB CR|PINE CREEK,mixed,Idaho,not_queried,False,True,False,False,,False,,,,,,marine_west_coast,small,marine_west_coast|small,unknown_until_gages,20260826,036e7f8fe4b1ca800625dc807759d91f555036a80f53e5763134ec3ddf955713,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_03050112,03,0305,030501,03050112,03050112,3,3,"02171500,02171645,02171905",2013-05-07,2026-08-25,2013-05-07,2026-08-25,13.300479123887747,True,80.37231584003538,3,0,complete,False,uncapped,REDIV CANAL|SANTEE RIVER|SOUTH SANTEE R,mixed,South Carolina,not_queried,False,True,False,False,,False,,,,,,humid_subtropical,small,humid_subtropical|small,unknown_until_gages,20260826,cefb70cb425f385fa63c63ad98389c9741a1dfb7e676634886ebb9427d2f8bb4,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_11020001,11,1102,110200,11020001,11020001,3,3,"07086000,07091200,07094500",1993-10-07,2006-09-29,1993-10-07,2006-09-29,12.97741273100616,True,99.0335796452682,3,0,complete,False,uncapped,ARKANSAS RIVER,ARKANSAS RIVER,Colorado,not_queried,False,True,False,False,,False,,,,,,humid_subtropical,small,humid_subtropical|small,unknown_until_gages,20260826,3f19163bf85989cc6f8ef6d8bd6aa069084ac68ae84444cd3d782e6324a6fc35,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_17070101,17,1707,170701,17070101,17070101,3,3,"14019220,14019240,454314120413701",2009-09-30,2022-09-05,2009-09-30,2022-09-05,12.930869267624914,True,111.34213757074295,3,0,complete,False,uncapped,COLUMBIA RIVER,COLUMBIA RIVER,Washington,not_queried,False,True,False,False,,False,,,,,,marine_west_coast,small,marine_west_coast|small,unknown_until_gages,20260826,bbfe87c33523b766da9a690d4a93b0349e258123b5e72a6a8440a9b08d17eaf0,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_05100101,05,0510,051001,05100101,05100101,3,4,"03249500,03254480,03254550",2000-12-02,2013-09-29,2000-12-02,2013-09-29,12.824093086926762,True,129.59135657333093,3,0,complete,False,uncapped,BANKLICK CREEK|CRUISES CREEK|LICKING RIVER,mixed,Kentucky,not_queried,False,True,False,False,,False,,,,,,humid_continental,small,humid_continental|small,unknown_until_gages,20260826,1567542be6701066fefee4b9c2d47b1c23b6e1bf994de4a3979dda57be36557a,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_13060011,13,1306,130600,13060011,13060011,3,3,"08405200,08406500,08407500",2012-10-01,2024-11-25,2012-10-01,2024-11-25,12.150581793292266,True,40.65150455299555,3,0,complete,False,uncapped,PECOS RIVER,PECOS RIVER,New Mexico,not_queried,False,True,False,False,,False,,,,,,cold_arid_highland,small,cold_arid_highland|small,unknown_until_gages,20260826,5a89b31cfb3fd7a249d722a6ecafd0377e71bd989793bd2e08022aa246157843,validation,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_04020105,04,0402,040201,04020105,04020105,3,5,"04043097,04043238,04043244",2014-09-30,2026-08-25,2014-09-30,2026-08-25,11.901437371663244,True,45.363698021097626,3,0,complete,False,uncapped,EAST BRANCH SALMON TROUT RIVER|FALLS RIVER|SALMON TROUT RIVER,mixed,Michigan,not_queried,False,True,False,False,,False,,,,,,humid_continental,small,humid_continental|small,unknown_until_gages,20260826,02ac98f48f476b880b991fbf69d0b39c1c55eaee93967509c07cd883c7b3d232,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_02070008,02,0207,020700,02070008,02070008,3,3,"01646000,01646305,01646500",2007-11-30,2019-09-30,2007-11-30,2019-09-30,11.832991101984941,True,10.623631641234152,3,0,complete,False,uncapped,DEAD RUN|DIFFICULT RUN|POTOMAC RIVER,mixed,"Maryland,Virginia",not_queried,False,True,False,False,,False,,,,,,humid_continental,small,humid_continental|small,unknown_until_gages,20260826,6c0b49beef9de0583df3f40a5cc0dc347573cd39a241a85e8a082f7c8014b8a1,validation,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_05040005,05,0504,050400,05040005,05040005,3,3,"03140853,03140900,03140950",2015-06-29,2026-08-24,2015-06-29,2026-08-24,11.154004106776181,True,5.461615159679419,3,0,complete,False,uncapped,Beaver Creek|Seneca Fork|South Fork,mixed,Ohio,not_queried,False,True,False,False,,False,,,,,,humid_continental,small,humid_continental|small,unknown_until_gages,20260826,4e76f802d134f7f3769808e6341fe35263d80fccd691e128e9f2f8eeadd592a8,validation,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_17090009,17,1709,170900,17090009,17090009,3,3,"14200400,14201300,14202000",1993-08-07,2004-09-30,1993-08-07,2004-09-30,11.148528405201917,True,32.33073427155354,3,0,complete,False,uncapped,LITTLE ABIQUA CREEK|PUDDING RIVER|ZOLLNER CREEK,mixed,Oregon,not_queried,False,True,False,False,,False,,,,,,marine_west_coast,small,marine_west_coast|small,unknown_until_gages,20260826,a1a549b428786333de670ff89ae3415a12fe7fb33344049a1422af39c3790984,validation,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_02050104,02,0205,020501,02050104,02050104,3,3,"01516350,01518700,01520000",2015-10-01,2026-08-24,2015-10-01,2026-08-24,10.896646132785763,True,22.75163594137567,3,0,complete,False,uncapped,Cowanesque River|Tioga River,mixed,Pennsylvania,not_queried,False,True,False,False,,False,,,,,,humid_continental,small,humid_continental|small,unknown_until_gages,20260826,7e7e41e800f1eb321d2eecd99ccabf9a0460b72ac19b523ba4e7589147dad898,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_12040101,12,1204,120401,12040101,12040101,3,3,"08068000,08069500,295524095072701",2014-02-06,2024-11-13,2014-02-06,2024-11-13,10.767967145790555,True,47.95297485544484,3,0,complete,False,uncapped,SJRA E Industrial Canal|W Fk San Jacinto Rv,mixed,Texas,not_queried,False,True,False,False,,False,,,,,,subtropical_semiarid,small,subtropical_semiarid|small,unknown_until_gages,20260826,fa73730f16bfe6aa61f6036fd07a6a4b4b67b543e9f8c4f8d300c47e67aebc63,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_07050002,07,0705,070500,07050002,07050002,3,3,"05357215,05357225,05357245",2013-05-23,2024-02-04,2013-05-23,2024-02-04,10.702258726899384,True,5.340250072984217,3,0,complete,False,uncapped,ALLEQUASH CREEK|STEVENSON CREEK|TROUT RIVER,mixed,Wisconsin,not_queried,False,True,False,False,,False,,,,,,humid_continental,small,humid_continental|small,unknown_until_gages,20260826,b2512b5b6fea46d953e681b555dd8872b5d4005e37b0f369451e0f54d8dc30da,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_07100006,07,0710,071000,07100006,07100006,3,3,"05482300,05482500,05484500",2012-03-14,2022-07-14,2012-03-14,2022-07-14,10.33264887063655,True,125.46007813502546,3,0,complete,False,uncapped,North Raccoon River|Raccoon River,mixed,Iowa,not_queried,False,True,False,False,,False,,,,,,humid_continental,small,humid_continental|small,unknown_until_gages,20260826,8aa02312579481d5d9e656fa91c1779ac177f7767c255eef977275c9ce04f0ca,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_12030105,12,1203,120301,12030105,12030105,3,4,"08057000,08057410,08062500",2015-02-12,2025-03-11,2015-02-12,2025-03-11,10.075290896646132,True,51.28819597949007,3,0,complete,False,uncapped,Trinity Rv,Trinity Rv,Texas,not_queried,False,True,False,False,,False,,,,,,subtropical_semiarid,small,subtropical_semiarid|small,unknown_until_gages,20260826,5f0a1659bd30bf246c58d2adea1af4152abdb8d21c178e681fa32f9a6eebe8cd,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_17110006,17,1711,171100,17110006,17110006,3,3,"12186000,12187500,12189500",2016-10-01,2026-08-24,2016-10-01,2026-08-24,9.894592744695414,True,29.356722531112535,3,0,complete,False,uncapped,SAUK RIVER,SAUK RIVER,Washington,not_queried,False,True,False,False,,False,,,,,,marine_west_coast,small,marine_west_coast|small,unknown_until_gages,20260826,1c8eff74a9b71195c532e978622d6df9e3edd62d22f0363f8bc9ac40ded24cf3,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_15030108,15,1503,150301,15030108,15030108,3,3,"09522005,09534000,09534550",2017-01-26,2026-08-23,2017-01-26,2026-08-23,9.571526351813826,True,25.77916686724918,3,0,complete,False,uncapped,242 LATERAL|COLORADO RIVER|YUMA MAIN DRAIN,mixed,Arizona,not_queried,False,True,False,False,,False,,,,,,hot_arid,small,hot_arid|small,unknown_until_gages,20260826,a2b19d9ac18513ea8494248bfc9ebe8a56bf77902df3c2ab93a345807639760a,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_14020004,14,1402,140200,14020004,14020004,3,3,"09132095,09136100,385553107243301",2015-04-10,2024-10-22,2015-04-10,2024-10-22,9.535934291581109,True,44.47384235502351,3,0,complete,False,uncapped,ANTHRACITE CREEK|NORTH FK GUNNISON RIVER|NORTH FORK GUNNISON BLW RAVEN GULCH,mixed,Colorado,not_queried,False,True,False,False,,False,,,,,,cold_arid_highland,small,cold_arid_highland|small,unknown_until_gages,20260826,5bfe3dc92f14fe378a26c451401827b5b50356b210e60d5a9c860a197c46b22d,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_03110203,03,0311,031102,03110203,03110203,3,3,"02318500,02319000,02319394",2017-02-28,2026-08-24,2017-02-28,2026-08-24,9.483915126625599,True,49.96129264720351,3,0,complete,False,uncapped,WITHLACOOCHEE RIVER,WITHLACOOCHEE RIVER,"Florida,Georgia",not_queried,False,True,False,False,,False,,,,,,humid_subtropical,small,humid_subtropical|small,unknown_until_gages,20260826,70e303c4a03dd4077c2c78cc17b99d75da559fec5c6283fe05da09b4a6ef0af6,validation,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_10170101,10,1017,101701,10170101,10170101,3,3,"06466700,06467500,06478522",2015-03-27,2024-08-27,2015-03-27,2024-08-27,9.42094455852156,True,58.991231771595515,3,0,complete,False,uncapped,Bow Creek|LEWIS AND CLARK LAKE|MISSOURI RIVER,mixed,"Nebraska,South Dakota",not_queried,False,True,False,False,,False,,,,,,cold_semiarid,small,cold_semiarid|small,unknown_until_gages,20260826,0a9d944e9896f0c74aa30c279c8b192c9a7c2a424919c33040ee5106267beb41,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_05020004,05,0502,050200,05020004,05020004,3,4,"03065050,03065200,03070420",1992-06-05,2001-09-30,1992-06-05,2001-09-30,9.319644079397673,True,81.371945504575,3,0,complete,False,uncapped,BLACKWATER R|BLACKWATER RIVER|Stony Fork Tributary,mixed,"Pennsylvania,West Virginia",not_queried,False,True,False,False,,False,,,,,,humid_continental,small,humid_continental|small,unknown_until_gages,20260826,2d6ce5f57c94682e1e6c2eef7d68413c6785c18691664bbccc894aa221b1c4c4,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_11010001,11,1101,110100,11010001,11010001,3,3,"07048550,07048600,07049691",2017-06-21,2026-08-24,2017-06-21,2026-08-24,9.174537987679672,True,45.95869286722453,3,0,complete,False,uncapped,West Fork White River|White River,mixed,Arkansas,not_queried,False,True,False,False,,False,,,,,,humid_subtropical,small,humid_subtropical|small,unknown_until_gages,20260826,6f958d9d3b04c038caf28ca8114d2ab24f1e53c755fd8378f35bfe97ebff1314,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_05020001,05,0502,050200,05020001,05020001,3,3,"03054500,03056000,03057000",2011-10-01,2020-10-27,2011-10-01,2020-10-27,9.073237508555783,True,32.673175505947064,3,0,complete,False,uncapped,TYGART VALLEY R|TYGART VALLEY RIVER,mixed,West Virginia,not_queried,False,True,False,False,,False,,,,,,humid_continental,small,humid_continental|small,unknown_until_gages,20260826,2ed87d1ab88848f17ddc4d06ad2e041b951b47d2d3cc26efbea8e2875faee4da,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_08090301,08,0809,080903,08090301,08090301,3,3,"073802516,292859090004000,295501090190400",2008-09-30,2017-10-23,2008-09-30,2017-10-23,9.062286105407255,True,80.10136861625229,3,0,complete,False,uncapped,Barataria Pass|Barataria Waterway S of Lafitte|Davis Pond Freshwater Diversion,mixed,Louisiana,not_queried,False,True,False,False,,False,,,,,,unspecified,small,unspecified|small,unknown_until_gages,20260826,5d1a5b31b562bd11026eddd1032c4e6f4b52d9168a8c34a8db3c1813832f27e7,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_03110205,03,0311,031102,03110205,03110205,3,3,"02319800,02320500,02323592",2017-03-03,2025-12-03,2017-03-03,2025-12-03,8.752908966461328,True,101.89108498554027,3,0,complete,False,uncapped,SUWANNEE RIVER,SUWANNEE RIVER,Florida,not_queried,False,True,False,True,suwannee_river_huc31,False,,,,,,humid_subtropical,small,humid_subtropical|small,unknown_until_gages,20260826,1dce7577b3f1af6f7e69bbc5f14c8801d8706eb26aa0477550a5b09668769bac,never_sealed_held_out,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_03150105,03,0315,031501,03150105,03150105,3,3,"02397000,02397530,02400100",2017-12-02,2026-08-24,2017-12-02,2026-08-24,8.725530458590006,True,36.20313888812812,3,0,complete,False,uncapped,COOSA RIVER|COOSA RIVER MAYOS BAR|TERRAPIN CREEK,mixed,"Alabama,Georgia",not_queried,False,True,False,False,,False,,,,,,humid_subtropical,small,humid_subtropical|small,unknown_until_gages,20260826,20c85e67c69fb1a59aa2e8fc56af8b43b02f3631d68c21d7d0855faed2d337cf,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_03100204,03,0310,031002,03100204,03100204,3,3,"02301500,02301718,02301721",2018-01-18,2026-08-24,2018-01-18,2026-08-24,8.596851471594798,True,17.06858387605364,3,0,complete,False,uncapped,ALAFIA RIVER,ALAFIA RIVER,Florida,not_queried,False,True,False,False,,False,,,,,,humid_subtropical,small,humid_subtropical|small,unknown_until_gages,20260826,696ef3c8758ac599e89f71d6afb2c634883a3bb83f787d74e4a3cde987ceafb3,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_11010014,11,1101,110100,11010014,11010014,3,3,"07075250,07075270,07076000",2010-08-17,2019-01-28,2010-08-17,2019-01-28,8.449007529089664,True,64.37297367958526,3,0,complete,False,uncapped,Little Red River|S Fk Lit Red Riv us of Gulf Mt WMA,mixed,Arkansas,not_queried,False,True,False,False,,False,,,,,,humid_subtropical,mid,humid_subtropical|mid,unknown_until_gages,20260826,88527fbbb8b5088e3310607b9d5cc3545ac2182abf5ccf2e7a604ddbf1e5a350,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_14050007,14,1405,140500,14050007,14050007,3,3,"09306395,09306500,09306900",1977-04-15,1985-09-01,1977-04-15,1985-09-01,8.380561259411362,True,47.59023044642889,3,0,complete,False,uncapped,WHITE RIVER,WHITE RIVER,Utah,not_queried,False,True,False,False,,False,,,,,,cold_arid_highland,mid,cold_arid_highland|mid,unknown_until_gages,20260826,47a9e6ea211e762543406724eb7e4b396ffdc4921cfe3d1a61a5ecc678fa64c8,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_08080101,08,0808,080801,08080101,08080101,3,3,"294736091164200,295011091184300,295447091191500",2007-06-26,2015-11-03,2007-06-26,2015-11-03,8.355920602327172,True,13.929178983239279,3,0,complete,False,uncapped,American Pass|Little Bayou Long North of Duck Lake|Middle Fork Bayou Long,mixed,Louisiana,not_queried,False,True,False,False,,False,,,,,,unspecified,mid,unspecified|mid,unknown_until_gages,20260826,7fe518b4c27d537ed1f8532a7692ed2d9443ac3aa16acf68a708d5cb7d643ef4,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_19020301,19,1902,190203,19020301,19020301,3,3,"15238986,15239070,15239900",2018-04-21,2026-08-24,2018-04-21,2026-08-24,8.342231348391513,True,49.090961434468475,3,0,complete,False,uncapped,ANCHOR R|BATTLE C 1.0 MI|BRADLEY R,mixed,Alaska,not_queried,False,True,False,False,,False,,,,,,subarctic,mid,subarctic|mid,unknown_until_gages,20260826,c747160971ac8d5fdab37796efe0ba562303b0623da69a581474a40b89152c31,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_11030012,11,1103,110300,11030012,11030012,3,3,"07143672,07144100,375350097262800",2011-04-05,2019-05-15,2011-04-05,2019-05-15,8.109514031485284,True,19.109105866462247,3,0,complete,False,uncapped,L ARKANSAS R|L ARKANSAS R UPSTREAM OF ASR FAC,mixed,Kansas,not_queried,False,True,False,False,,False,,,,,,humid_subtropical,mid,humid_subtropical|mid,unknown_until_gages,20260826,75b01d97e5214bdc8cc2d95fe4e88508f705bc19b7b664c0f8514a26b349ebb4,validation,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
